Donor_Name,Pi_Name,Acceptor_Name,Donor_SMILES,Pi_SMILES,Acceptor_SMILES,SMILES,Source_Class,Anchoring_Group,Predicted_Abs_Max_nm,Predicted_PCE_Percent
Chrysin_inspired,Bithiophene,Rhodanine-3-acetic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2csc(-c3sccc3-c3cc4c(=O)cc(-c5ccccc5)oc4cc3O)c2)C1=O,Natural-derived,carboxylic_acid,410.0489807591716,8.3187
Malvidin_inspired,Thienothiophene,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1cc2c(s1)scc2[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=C4C(=O)NC(=O)NC4=O)csc3s2)cc(OC)c1O,Natural-derived,,409.8415908864084,8.310050000000004
Curcumin_inspired,Bithiophene,Phosphonic_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CP(=O)(O)O,COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2ccsc2-c2cc(C=CP(=O)(O)O)cs2)ccc1O,Natural-derived,phosphonic_acid,425.35332402874417,8.304699999999999
Curcumin_inspired,Bithiophene,Acrylic_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CC(=O)O,COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2ccsc2-c2cc(C=CC(=O)O)cs2)ccc1O,Natural-derived,carboxylic_acid,418.9129818271702,8.304
Pelargonidin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc1,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2csc3sc(-c4cc5c(O)cc(O)cc5[o+]c4-c4ccc(O)cc4)cc23)C1=O,Natural-derived,carboxylic_acid,409.89919105815784,8.30185
Luteolin_inspired,Thienothiophene,Phosphonic_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(-c3cc4c(C=CP(=O)(O)O)csc4s3)cc12,Natural-derived,phosphonic_acid,420.6166533298581,8.299050000000001
Quercetin_inspired,Thiophene,Acrylic_acid,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1sccc1-c1cc2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2cc1O,Natural-derived,carboxylic_acid,410.3126627161893,8.2955
Genistein_inspired,Benzothiadiazole,Phosphonic_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]c1ccc2nsnc2c1[Br],[Cl]C=CP(=O)(O)O,O=c1c(-c2ccc(O)cc2)coc2cc(O)c(-c3ccc4nsnc4c3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid,420.30996644081984,8.294550000000001
Quercetin_inspired,Furan,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2occc2-c2cc3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid,409.62856539750896,8.2903
Luteolin_inspired,Thiophene,Cyanoacrylic_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1sccc1-c1cc2c(=O)cc(-c3ccc(O)c(O)c3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate,411.1977122360313,8.286999999999999
Luteolin_inspired,Bithiophene,Phosphonic_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(-c3ccsc3-c3cc(C=CP(=O)(O)O)cs3)cc12,Natural-derived,phosphonic_acid,417.0917349921067,8.28415
Peonidin_inspired,Furan,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccoc1[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccoc2C=C(C#N)C(=O)O)ccc1O,Natural-derived,cyanoacrylate,400.492051678968,8.281249999999998
Myricetin_inspired,Furan,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2occc2-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid,403.6765200978691,8.2787
Apigenin_inspired,Benzothiadiazole,Benzoic_acid,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccc2nsnc2c1[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2c(-c3cc4c(=O)cc(-c5ccc(O)cc5)oc4cc3O)ccc3nsnc23)cc1,Natural-derived,carboxylic_acid,414.42201697140365,8.277400000000002
Kaempferol_inspired,Thienothiophene,Phosphonic_acid,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c(-c3cc4c(C=CP(=O)(O)O)csc4s3)cc12,Natural-derived,phosphonic_acid,413.6434328133396,8.27595
Myricetin_inspired,Thiophene,Acrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1sccc1-c1cc2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2cc1O,Natural-derived,carboxylic_acid,409.2027929476371,8.275599999999999
Pelargonidin_inspired,Thiophene,Cyanoacrylic_acid,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc1,[I]c1ccsc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1sccc1-c1cc2c(O)cc(O)cc2[o+]c1-c1ccc(O)cc1)C(=O)O,Natural-derived,cyanoacrylate,408.60244498048314,8.27375
Petunidin_inspired,Bithiophene,Phosphonic_acid,Oc1c(O)c(OC)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(C=CP(=O)(O)O)cs2)cc(O)c1O,Natural-derived,phosphonic_acid,417.39670917883814,8.271099999999997
Delphinidin_inspired,Benzothiadiazole,Barbituric_acid,Oc1c(O)c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccc2nsnc2c1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2c(-c3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)c(O)c(O)c3)ccc3nsnc23)C(=O)N1,Natural-derived,,418.8882447134775,8.265400000000001
Purpurin_inspired,Bithiophene,Phosphonic_acid,O=C1c2ccccc2C(=O)c3c([At])c(O)c(O)c(O)c31,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CP(=O)(O)O,O=C1c2ccccc2C(=O)c2c1c(O)c(O)c(O)c2-c1ccsc1-c1cc(C=CP(=O)(O)O)cs1,Natural-derived,phosphonic_acid,435.54122794182973,8.2652
Peonidin_inspired,Thienothiophene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=CC(=O)O)csc3s2)ccc1O,Natural-derived,carboxylic_acid,412.9398191020992,8.2559
Chrysin_inspired,Thienothiophene,Cyanoacrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1csc2sc(-c3cc4c(=O)cc(-c5ccccc5)oc4cc3O)cc12)C(=O)O,Natural-derived,cyanoacrylate,411.40851622790666,8.254349999999999
Myricetin_inspired,Thiophene,Cyanoacrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1sccc1-c1cc2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate,407.2886125245384,8.2539
Quercetin_inspired,Bithiophene,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2csc(-c3sccc3-c3cc4c(=O)c(O)c(-c5ccc(O)c(O)c5)oc4cc3O)c2)C1=O,Natural-derived,carboxylic_acid,412.8289598430484,8.2535
Malvidin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=C4SC(=O)N(CC(=O)O)C4=O)csc3s2)cc(OC)c1O,Natural-derived,carboxylic_acid,407.6674592104823,8.250200000000001
Peonidin_inspired,Thienothiophene,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=CP(=O)(O)O)csc3s2)ccc1O,Natural-derived,phosphonic_acid,407.0742316999779,8.249649999999999
Chrysin_inspired,Bithiophene,Acrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CC(=O)O,O=C(O)C=Cc1csc(-c2sccc2-c2cc3c(=O)cc(-c4ccccc4)oc3cc2O)c1,Natural-derived,carboxylic_acid,412.07383366408277,8.249149999999997
Cyanidin_inspired,Ethene,Cyanoacrylic_acid,Oc1ccc(O)c(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]/C=C/[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=CC=Cc1cc2c(O)cc(O)cc2[o+]c1-c1cc(O)ccc1O)C(=O)O,Natural-derived,cyanoacrylate,414.4325398709492,8.243199999999998
Petunidin_inspired,Thienothiophene,Barbituric_acid,Oc1c(O)c(OC)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1cc2c(s1)scc2[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=C4C(=O)NC(=O)NC4=O)csc3s2)cc(O)c1O,Natural-derived,,401.6930527908884,8.243050000000002
Kaempferol_inspired,Bithiophene,Phosphonic_acid,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c(-c3ccsc3-c3cc(C=CP(=O)(O)O)cs3)cc12,Natural-derived,phosphonic_acid,416.77277202150816,8.243049999999998
Peonidin_inspired,Bithiophene,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(C=CP(=O)(O)O)cs2)ccc1O,Natural-derived,phosphonic_acid,414.0422301366991,8.2425
Kaempferol_inspired,Furan,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2occc2-c2cc3c(=O)c(O)c(-c4ccc(O)cc4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid,407.19964645558304,8.2421
Myricetin_inspired,Bithiophene,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2csc(-c3sccc3-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)c2)C1=O,Natural-derived,carboxylic_acid,417.23631793989284,8.2419
Luteolin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2csc3sc(-c4cc5c(=O)cc(-c6ccc(O)c(O)c6)oc5cc4O)cc23)C1=O,Natural-derived,carboxylic_acid,411.71418369497565,8.238150000000001
Pelargonidin_inspired,Furan,Phosphonic_acid,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc1,[I]c1ccoc1[Br],[Cl]C=CP(=O)(O)O,O=P(O)(O)C=Cc1occc1-c1cc2c(O)cc(O)cc2[o+]c1-c1ccc(O)cc1,Natural-derived,phosphonic_acid,400.5172876051884,8.235999999999999
Chrysin_inspired,Benzothiadiazole,Cyanoacrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccc2nsnc2c1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1c(-c2cc3c(=O)cc(-c4ccccc4)oc3cc2O)ccc2nsnc12)C(=O)O,Natural-derived,cyanoacrylate,413.369680191165,8.234800000000002
Apigenin_inspired,Thienothiophene,Acrylic_acid,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1csc2sc(-c3cc4c(=O)cc(-c5ccc(O)cc5)oc4cc3O)cc12,Natural-derived,carboxylic_acid,416.7732652901888,8.2346
Apigenin_inspired,Thiophene,Cyanoacrylic_acid,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1sccc1-c1cc2c(=O)cc(-c3ccc(O)cc3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate,411.2416582790236,8.2274
Delphinidin_inspired,Bithiophene,Barbituric_acid,Oc1c(O)c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccsc1-c2cc([Br])cs2,O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2csc(-c3sccc3-c3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)c(O)c(O)c3)c2)C(=O)N1,Natural-derived,,412.6267661964896,8.221
Apigenin_inspired,Thienothiophene,Phosphonic_acid,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(-c3cc4c(C=CP(=O)(O)O)csc4s3)cc12,Natural-derived,phosphonic_acid,413.4095748619443,8.21805
Peonidin_inspired,Furan,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccoc1[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccoc2C=CP(=O)(O)O)ccc1O,Natural-derived,phosphonic_acid,401.26272456337756,8.216699999999998
Peonidin_inspired,Bithiophene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(C=CC(=O)O)cs2)ccc1O,Natural-derived,carboxylic_acid,415.2285361467662,8.214249999999998
Malvidin_inspired,Thienothiophene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1cc2c(s1)scc2[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=CC(=O)O)csc3s2)cc(OC)c1O,Natural-derived,carboxylic_acid,413.39663325386556,8.212200000000001
Petunidin_inspired,Thienothiophene,Acrylic_acid,Oc1c(O)c(OC)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1cc2c(s1)scc2[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=CC(=O)O)csc3s2)cc(O)c1O,Natural-derived,carboxylic_acid,409.32792317349106,8.210500000000001
Kaempferol_inspired,Ethyne,Cyanoacrylic_acid,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]C#C[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=CC#Cc1cc2c(=O)c(O)c(-c3ccc(O)cc3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate,408.00119442316185,8.20765
Delphinidin_inspired,Furan,Barbituric_acid,Oc1c(O)c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccoc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2occc2-c2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(=O)N1,Natural-derived,,409.2541719705428,8.206699999999998
Kaempferol_inspired,Thiophene,Barbituric_acid,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2sccc2-c2cc3c(=O)c(O)c(-c4ccc(O)cc4)oc3cc2O)C(=O)N1,Natural-derived,,402.80994767014636,8.205500000000002
Demethoxycurcumin_inspired,Bithiophene,Rhodanine-3-acetic_acid,Oc1ccc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])cc1,[I]c1ccsc1-c2cc([Br])cs2,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(C=CC(=O)C=Cc2ccc(O)cc2)c(-c2ccsc2-c2cc(C=C3SC(=O)N(CC(=O)O)C3=O)cs2)cc1O,Natural-derived,carboxylic_acid,426.00960240355346,8.204300000000002
Demethoxycurcumin_inspired,Bithiophene,Barbituric_acid,Oc1ccc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])cc1,[I]c1ccsc1-c2cc([Br])cs2,O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(C=CC(=O)C=Cc2ccc(O)cc2)c(-c2ccsc2-c2cc(C=C3C(=O)NC(=O)NC3=O)cs2)cc1O,Natural-derived,,421.1240421335912,8.200000000000001
Genistein_inspired,Thienothiophene,Acrylic_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1csc2sc(-c3cc4c(=O)c(-c5ccc(O)cc5)coc4cc3O)cc12,Natural-derived,carboxylic_acid,413.6246926688698,8.1998
Quercetin_inspired,Thiophene,Cyanoacrylic_acid,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1sccc1-c1cc2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate,409.09057139859726,8.196700000000002
Kaempferol_inspired,Pyrrole_N-methyl,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,Cn1ccc(-c2cc3c(=O)c(O)c(-c4ccc(O)cc4)oc3cc2O)c1C=C1SC(=O)N(CC(=O)O)C1=O,Natural-derived,carboxylic_acid,404.24856812664484,8.193900000000001
Luteolin_inspired,Furan,Phosphonic_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(-c3ccoc3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid,410.33869655344853,8.188799999999999
Kaempferol_inspired,Thiophene,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2sccc2-c2cc3c(=O)c(O)c(-c4ccc(O)cc4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid,403.6647042942072,8.1887
Genistein_inspired,Thienothiophene,Benzoic_acid,O=c1c(-c2ccc(O)cc2)coc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2csc3sc(-c4cc5c(=O)c(-c6ccc(O)cc6)coc5cc4O)cc23)cc1,Natural-derived,carboxylic_acid,403.8749315721407,8.185349999999998
Curcumin_inspired,Bithiophene,Rhodanine-3-acetic_acid,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(C=CC(=O)C=Cc2cc(OC)c(O)cc2-c2ccsc2-c2cc(C=C3SC(=O)N(CC(=O)O)C3=O)cs2)ccc1O,Natural-derived,carboxylic_acid,431.3873478904229,8.174900000000003
Pelargonidin_inspired,Thiophene,Rhodanine-3-acetic_acid,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc1,[I]c1ccsc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2sccc2-c2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)C1=O,Natural-derived,carboxylic_acid,413.26143755176815,8.17465
Luteolin_inspired,Ethyne,Cyanoacrylic_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]C#C[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=CC#Cc1cc2c(=O)cc(-c3ccc(O)c(O)c3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate,416.64264480067663,8.173549999999999
Petunidin_inspired,Furan,Barbituric_acid,Oc1c(O)c(OC)cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccoc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccoc2C=C2C(=O)NC(=O)NC2=O)cc(O)c1O,Natural-derived,,405.16852625571477,8.171899999999999
Cyanidin_inspired,Thiophene,Rhodanine-3-acetic_acid,Oc1ccc(O)c(-c2[o+]c3cc(O)cc(O)c3cc2[At])c1,[I]c1ccsc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2sccc2-c2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)ccc2O)C1=O,Natural-derived,carboxylic_acid,411.96794952541734,8.170449999999999
Malvidin_inspired,Furan,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccoc1[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccoc2C=CC(=O)O)cc(OC)c1O,Natural-derived,carboxylic_acid,402.6549287942356,8.167099999999998
Myricetin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2csc3sc(-c4cc5c(=O)c(O)c(-c6cc(O)c(O)c(O)c6)oc5cc4O)cc23)C1=O,Natural-derived,carboxylic_acid,405.1465785750581,8.1656
Luteolin_inspired,Furan,Rhodanine-3-acetic_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2occc2-c2cc3c(=O)cc(-c4ccc(O)c(O)c4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid,409.95605009314716,8.1618
Peonidin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=C4SC(=O)N(CC(=O)O)C4=O)csc3s2)ccc1O,Natural-derived,carboxylic_acid,404.23543696362276,8.160250000000001
Luteolin_inspired,Pyrrole_N-methyl,Rhodanine-3-acetic_acid,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,Cn1ccc(-c2cc3c(=O)cc(-c4ccc(O)c(O)c4)oc3cc2O)c1C=C1SC(=O)N(CC(=O)O)C1=O,Natural-derived,carboxylic_acid,404.11869376820846,8.1598
Malvidin_inspired,Bithiophene,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccsc1-c2cc([Br])cs2,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(C=C3SC(=O)N(CC(=O)O)C3=O)cs2)cc(OC)c1O,Natural-derived,carboxylic_acid,421.97272519496,8.1562
