Donor_Name,Pi_Name,Acceptor_Name,Donor_SMILES,Pi_SMILES,Acceptor_SMILES,SMILES,Source_Class,Anchoring_Group
Peonidin_inspired,Thienothiophene,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=C(C#N)C(=O)O)csc3s2)ccc1O,Natural-derived,cyanoacrylate
Peonidin_inspired,Thienothiophene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=CC(=O)O)csc3s2)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Thienothiophene,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(-c4ccc(C(=O)O)cc4)csc3s2)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=C4SC(=O)N(CC(=O)O)C4=O)csc3s2)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Thienothiophene,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=CP(=O)(O)O)csc3s2)ccc1O,Natural-derived,phosphonic_acid
Peonidin_inspired,Thienothiophene,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1cc2c(s1)scc2[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=C4C(=O)NC(=O)NC4=O)csc3s2)ccc1O,Natural-derived,None
Peonidin_inspired,Ethyne,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]C#C[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#CC=C(C#N)C(=O)O)ccc1O,Natural-derived,cyanoacrylate
Peonidin_inspired,Ethyne,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]C#C[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#CC=CC(=O)O)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Ethyne,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]C#C[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#Cc2ccc(C(=O)O)cc2)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Ethyne,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]C#C[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#CC=C2SC(=O)N(CC(=O)O)C2=O)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Ethyne,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]C#C[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#CC=CP(=O)(O)O)ccc1O,Natural-derived,phosphonic_acid
Peonidin_inspired,Ethyne,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]C#C[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#CC=C2C(=O)NC(=O)NC2=O)ccc1O,Natural-derived,None
Peonidin_inspired,Ethene,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]/C=C/[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=CC=C(C#N)C(=O)O)ccc1O,Natural-derived,cyanoacrylate
Peonidin_inspired,Ethene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]/C=C/[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=CC=CC(=O)O)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Ethene,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]/C=C/[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=Cc2ccc(C(=O)O)cc2)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Ethene,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]/C=C/[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=CC=C2SC(=O)N(CC(=O)O)C2=O)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Ethene,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]/C=C/[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=CC=CP(=O)(O)O)ccc1O,Natural-derived,phosphonic_acid
Peonidin_inspired,Ethene,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]/C=C/[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=CC=C2C(=O)NC(=O)NC2=O)ccc1O,Natural-derived,None
Peonidin_inspired,Benzothiadiazole,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccc2nsnc2c1[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc3nsnc3c2C=C(C#N)C(=O)O)ccc1O,Natural-derived,cyanoacrylate
Peonidin_inspired,Benzothiadiazole,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccc2nsnc2c1[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc3nsnc3c2C=CC(=O)O)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Benzothiadiazole,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccc2nsnc2c1[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc3nsnc3c2-c2ccc(C(=O)O)cc2)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Benzothiadiazole,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccc2nsnc2c1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc3nsnc3c2C=C2SC(=O)N(CC(=O)O)C2=O)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Benzothiadiazole,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccc2nsnc2c1[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc3nsnc3c2C=CP(=O)(O)O)ccc1O,Natural-derived,phosphonic_acid
Peonidin_inspired,Benzothiadiazole,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccc2nsnc2c1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc3nsnc3c2C=C2C(=O)NC(=O)NC2=O)ccc1O,Natural-derived,None
Peonidin_inspired,Bithiophene,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(C=C(C#N)C(=O)O)cs2)ccc1O,Natural-derived,cyanoacrylate
Peonidin_inspired,Bithiophene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(C=CC(=O)O)cs2)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Bithiophene,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(-c3ccc(C(=O)O)cc3)cs2)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Bithiophene,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(C=C3SC(=O)N(CC(=O)O)C3=O)cs2)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Bithiophene,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(C=CP(=O)(O)O)cs2)ccc1O,Natural-derived,phosphonic_acid
Peonidin_inspired,Bithiophene,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccsc1-c2cc([Br])cs2,O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2cc(C=C3C(=O)NC(=O)NC3=O)cs2)ccc1O,Natural-derived,None
Peonidin_inspired,Pyrrole_N-methyl,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccn(C)c1[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccn(C)c2C=C(C#N)C(=O)O)ccc1O,Natural-derived,cyanoacrylate
Peonidin_inspired,Pyrrole_N-methyl,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccn(C)c1[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccn(C)c2C=CC(=O)O)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Pyrrole_N-methyl,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccn(C)c1[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccn(C)c2-c2ccc(C(=O)O)cc2)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Pyrrole_N-methyl,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccn(C)c1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccn(C)c2C=C2SC(=O)N(CC(=O)O)C2=O)ccc1O,Natural-derived,carboxylic_acid
Peonidin_inspired,Pyrrole_N-methyl,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccn(C)c1[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccn(C)c2C=CP(=O)(O)O)ccc1O,Natural-derived,phosphonic_acid
Peonidin_inspired,Pyrrole_N-methyl,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])ccc1O,[I]c1ccn(C)c1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccn(C)c2C=C2C(=O)NC(=O)NC2=O)ccc1O,Natural-derived,None
Malvidin_inspired,Thiophene,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccsc1[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2C=C(C#N)C(=O)O)cc(OC)c1O,Natural-derived,cyanoacrylate
Malvidin_inspired,Thiophene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccsc1[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2C=CC(=O)O)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Thiophene,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccsc1[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2-c2ccc(C(=O)O)cc2)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Thiophene,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccsc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2C=C2SC(=O)N(CC(=O)O)C2=O)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Thiophene,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccsc1[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2C=CP(=O)(O)O)cc(OC)c1O,Natural-derived,phosphonic_acid
Malvidin_inspired,Thiophene,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccsc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccsc2C=C2C(=O)NC(=O)NC2=O)cc(OC)c1O,Natural-derived,None
Malvidin_inspired,Benzene,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccc([Br])cc1,[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc(C=C(C#N)C(=O)O)cc2)cc(OC)c1O,Natural-derived,cyanoacrylate
Malvidin_inspired,Benzene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccc([Br])cc1,[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc(C=CC(=O)O)cc2)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Benzene,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccc([Br])cc1,[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Benzene,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccc([Br])cc1,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc(C=C3SC(=O)N(CC(=O)O)C3=O)cc2)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Benzene,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccc([Br])cc1,[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc(C=CP(=O)(O)O)cc2)cc(OC)c1O,Natural-derived,phosphonic_acid
Malvidin_inspired,Benzene,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccc([Br])cc1,O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)cc(OC)c1O,Natural-derived,None
Malvidin_inspired,Furan,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccoc1[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccoc2C=C(C#N)C(=O)O)cc(OC)c1O,Natural-derived,cyanoacrylate
Malvidin_inspired,Furan,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccoc1[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccoc2C=CC(=O)O)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Furan,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccoc1[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccoc2-c2ccc(C(=O)O)cc2)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Furan,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccoc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccoc2C=C2SC(=O)N(CC(=O)O)C2=O)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Furan,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccoc1[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccoc2C=CP(=O)(O)O)cc(OC)c1O,Natural-derived,phosphonic_acid
Malvidin_inspired,Furan,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccoc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccoc2C=C2C(=O)NC(=O)NC2=O)cc(OC)c1O,Natural-derived,None
Malvidin_inspired,Thienothiophene,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1cc2c(s1)scc2[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=C(C#N)C(=O)O)csc3s2)cc(OC)c1O,Natural-derived,cyanoacrylate
Malvidin_inspired,Thienothiophene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1cc2c(s1)scc2[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=CC(=O)O)csc3s2)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Thienothiophene,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1cc2c(s1)scc2[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(-c4ccc(C(=O)O)cc4)csc3s2)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=C4SC(=O)N(CC(=O)O)C4=O)csc3s2)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Thienothiophene,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1cc2c(s1)scc2[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=CP(=O)(O)O)csc3s2)cc(OC)c1O,Natural-derived,phosphonic_acid
Malvidin_inspired,Thienothiophene,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1cc2c(s1)scc2[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2cc3c(C=C4C(=O)NC(=O)NC4=O)csc3s2)cc(OC)c1O,Natural-derived,None
Malvidin_inspired,Ethyne,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]C#C[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#CC=C(C#N)C(=O)O)cc(OC)c1O,Natural-derived,cyanoacrylate
Malvidin_inspired,Ethyne,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]C#C[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#CC=CC(=O)O)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Ethyne,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]C#C[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#Cc2ccc(C(=O)O)cc2)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Ethyne,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]C#C[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#CC=C2SC(=O)N(CC(=O)O)C2=O)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Ethyne,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]C#C[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#CC=CP(=O)(O)O)cc(OC)c1O,Natural-derived,phosphonic_acid
Malvidin_inspired,Ethyne,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]C#C[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C#CC=C2C(=O)NC(=O)NC2=O)cc(OC)c1O,Natural-derived,None
Malvidin_inspired,Ethene,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]/C=C/[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=CC=C(C#N)C(=O)O)cc(OC)c1O,Natural-derived,cyanoacrylate
Malvidin_inspired,Ethene,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]/C=C/[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=CC=CC(=O)O)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Ethene,Benzoic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]/C=C/[Br],[Cl]c1ccc(C(=O)O)cc1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=Cc2ccc(C(=O)O)cc2)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Ethene,Rhodanine-3-acetic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]/C=C/[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=CC=C2SC(=O)N(CC(=O)O)C2=O)cc(OC)c1O,Natural-derived,carboxylic_acid
Malvidin_inspired,Ethene,Phosphonic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]/C=C/[Br],[Cl]C=CP(=O)(O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=CC=CP(=O)(O)O)cc(OC)c1O,Natural-derived,phosphonic_acid
Malvidin_inspired,Ethene,Barbituric_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]/C=C/[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2C=CC=C2C(=O)NC(=O)NC2=O)cc(OC)c1O,Natural-derived,None
Malvidin_inspired,Benzothiadiazole,Cyanoacrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccc2nsnc2c1[Br],[Cl]C=C(C#N)C(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc3nsnc3c2C=C(C#N)C(=O)O)cc(OC)c1O,Natural-derived,cyanoacrylate
Malvidin_inspired,Benzothiadiazole,Acrylic_acid,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2[At])cc(OC)c1O,[I]c1ccc2nsnc2c1[Br],[Cl]C=CC(=O)O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2-c2ccc3nsnc3c2C=CC(=O)O)cc(OC)c1O,Natural-derived,carboxylic_acid
