dye_raw,eco_class,valid_record_count,avg_pce_percent,max_pce_percent,avg_jsc_raw,avg_voc_raw,avg_ff_raw,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
TT1 + DCM,metal_free_candidate_uncertain,2,16.755,29.0,19.305,295.7,0.36,,,,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C0EE00536C,Panchromatic engineering for dye -sensitized solar cells 
Change ( % ),metal_free_candidate_uncertain,1,29.0,29.0,30.0,-2.7,1.7,,,,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C0EE00536C,Panchromatic engineering for dye -sensitized solar cells 
Y1A1,metal_free_candidate_uncertain,3,22.5667,28.9,82.4,0.58,0.7647,,,TiO2,,ITO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cclet.2019.08.022,Recent progress of thin-film photovoltaics for indoor application
TY6,metal_free_candidate_uncertain,2,24.64,28.56,795.0,0.71,0.787,,,TiO2,,ITO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cclet.2019.08.022,Recent progress of thin-film photovoltaics for indoor application
MD7,metal_free_organic_candidate,1,27.17,27.17,913.0,0.676,0.764,,C1CC1C(C(C#N)C(=O)NC2=CC=C(C=C2)C3=CC=CC=C3)O,TiO2,,ITO,elsevier,metal_free_smiles_screen,10.1016/j.cclet.2019.08.022,Recent progress of thin-film photovoltaics for indoor application
TT1 + PTCDI,metal_free_candidate_uncertain,3,10.9033,26.0,15.0333,377.8,-0.04,,,,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C0EE00536C,Panchromatic engineering for dye -sensitized solar cells 
Mean,metal_free_organic_candidate,20,4.3055,24.2,3.2314,0.3161,57.6786,,C(CO)N.[N+](=O)(O)[O-],,,,elsevier,metal_free_smiles_screen,10.1016/j.tet.2018.04.043,"Azulene – Thiophene – Cyanoacrylic acid dyes with donor-π-acceptor structures. Synthesis, characterisation and evaluation in dye-sensitized solar cells"
MD5,metal_free_organic_candidate,1,23.17,23.17,762.0,0.651,0.79,,C1=CC(=CC(=C1)[N+](=O)[O-])CSC[C@@H](C(=O)O)NC(=O)C(=O)O,TiO2,,ITO,elsevier,metal_free_smiles_screen,10.1016/j.cclet.2019.08.022,Recent progress of thin-film photovoltaics for indoor application
[],metal_free_candidate_uncertain,7,13.1657,22.0,33.575,385.3021,63.3333,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cis.2019.03.001; 10.1016/j.energy.2018.06.021; 10.1016/j.jmat.2018.11.007,A review of solar photovoltaic-thermoelectric hybrid system for electricity generation | Core-shell nanomaterials: Applications in energy storage and conversion | Integration of silicon nanowires in solar cell structure for efficiency enhancement: A review
Equivalent circuit method,metal_free_candidate_uncertain,1,22.0,22.0,,0.64,,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.energy.2018.06.021,A review of solar photovoltaic-thermoelectric hybrid system for electricity generation
24.60 %,metal_free_candidate_uncertain,1,22.0,22.0,,0.64,,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.energy.2018.06.021,A review of solar photovoltaic-thermoelectric hybrid system for electricity generation
1.389 mW,metal_free_candidate_uncertain,1,22.0,22.0,,0.64,,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.energy.2018.06.021,A review of solar photovoltaic-thermoelectric hybrid system for electricity generation
Smaller spacing between thermoelements gives higher output p,metal_free_candidate_uncertain,1,22.0,22.0,,0.64,,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.energy.2018.06.021,A review of solar photovoltaic-thermoelectric hybrid system for electricity generation
1 sun,metal_free_candidate_uncertain,1,22.0,22.0,,0.64,,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.energy.2018.06.021,A review of solar photovoltaic-thermoelectric hybrid system for electricity generation
SJW-E1,metal_free_candidate_uncertain,2,15.31,21.6,21.6,11.13,11.11,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.06.045; 10.1016/j.solener.2014.08.002,"An overview on the spectrum of sensitizers: The heart of Dye Sensitized Solar Cells | Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers"
D131,metal_free_organic_candidate,148,4.1818,20.55,8.9409,5.9074,4.9271,"2-Cyano-3-[4-[4-(2,2-diphenylethenyl)phenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]-2-propenoic acid",OC(=O)C(=Cc1ccc2N(C3CCCC3c2c1)c4ccc(cc4)C=C(c5ccccc5)c6ccccc6)C#N,SnO2; TiO2; ZnO; titania,I−/I3−,FTO; ITO; glass,elsevier; rsc,metal_free_smiles_screen; organic_keyword:cyanoacrylic,10.1016/j.dyepig.2011.02.009; 10.1016/j.elecom.2009.12.030; 10.1016/j.electacta.2013.01.128; 10.1016/j.electacta.2013.05.062; 10.1016/j.electacta.2015.10.191,An organic redox mediator for dye -sensitized solar cells with near unity quantum efficiency   | Black-Dye-Based Dye-Sensitized Solar Cells using the Electrolyte Solutions Containing a Quaternary Phosphonium Iodide with a Various Alkyl Chain Length | Boosting the efficiency of aqueous solar cells: A photoelectrochemical estimation on the effectiveness of TiCl4 treatment
1110 mV,metal_free_candidate_uncertain,1,20.41,20.41,,1110.0,,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C8RA10014D,Simultaneous electrochemical solar power generation and storage using metanil yellow-formic acid as a new sensitizer-reductant couple in photogalvanic cells  
Y123,metal_free_organic_candidate,681,6.7872,20.25,7.1366,660.5762,16.3239,"3-{6-{4-[bis(2',4'-dihexyloxybiphenyl-4-yl)amino-]phenyl}-4,4-dihexyl-cyclopenta-[2,1-b:3,4-b']dithiphene-2-yl}-2-cyanoacrylic acid",CCCCCCOc1ccc(c(OCCCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc5c6sc(C=C(C#N)C(O)=O)cc6C(CCCCCC)(CCCCCC)c5c4)c7ccc(cc7)c8ccc(OCCCCCC)cc8OCCCCCC,TiO2,I3−/I−; I3−/I−1; I−/I3−; triiodide/iodide,FTO; glass,elsevier; rsc,organic_keyword:cyanoacrylic; organic_keyword:cyanoacrylic|thiophene,10.1016/j.electacta.2016.02.097; 10.1016/j.electacta.2017.08.080; 10.1016/j.electacta.2018.01.142; 10.1016/j.jechem.2017.12.003; 10.1016/j.joule.2018.03.017,A new generation of platinum and iodine free efficient dye-sensitized solar cells   | Alternative bases to 4-tert-butylpyridine for dye-sensitized solar cells employing copper redox mediator | An investigation of the roles furan versus thiophene π-bridges play in donor–π-acceptor porphyrin based DSSCs  
CYC-B5,metal_free_candidate_uncertain,1,20.1,20.1,20.1,20.1,20.1,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2014.08.002,An overview on the spectrum of sensitizers: The heart of Dye Sensitized Solar Cells
SK7,metal_free_organic_candidate,2,17.55,19.7,676.0,0.593,0.7785,,CC1=C(N(C(=O)NC1=O)C)C=C(CO)CO,TiO2,,ITO,elsevier,metal_free_smiles_screen,10.1016/j.cclet.2019.08.022,Recent progress of thin-film photovoltaics for indoor application
CH3NH3PbI3−xClx,metal_free_candidate_uncertain,1,19.3,19.3,22.75,1.13,75.01,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4CC09888A,"New generation solar cells: concepts, trends and perspectives "
RK1,metal_free_organic_candidate,136,7.56,17.2,15.563,21.1406,18.899,"2-cyano-3-(4-(7-(5-(4- (diphenylamino)phenyl)-4- octylthiophen-2-yl)benzo[c][1,2,5] thiadiazol-4-yl)phenyl) acrylic acid",CCCCCCCCc1cc(sc1c2ccc(cc2)N(c3ccccc3)c4ccccc4)c5ccc(c6ccc(cc6)C=C(C#N)C(O)=O)c7nsnc57,TiO2,I−/I3−; triiodide/iodide,glass,elsevier; rsc,metal_free_smiles_screen,10.1016/j.solener.2019.08.048; 10.1039/C4CC09888A; 10.1039/C5EE00444F; 10.1039/C5RA11762C; 10.1039/C8TA01826J,"Metal-free organic sensitizers with narrow absorption in the visible for solar cells exceeding 10% efficiency   | New generation solar cells: concepts, trends and perspectives  | Organic dyes for the sensitization of nanostructured ZnO photoanodes: effect of the anchoring functions  "
CH3NH3PbI3,metal_free_candidate_uncertain,1,16.7,16.7,21.2,1.02,77.6,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4CC09888A,"New generation solar cells: concepts, trends and perspectives "
CH3NH3 Pb(I1−xBrx)3,metal_free_candidate_uncertain,1,16.2,16.2,19.64,1.11,74.2,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4CC09888A,"New generation solar cells: concepts, trends and perspectives "
FAPbI3,metal_free_candidate_uncertain,1,16.0,16.0,20.97,1.03,74.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4CC09888A,"New generation solar cells: concepts, trends and perspectives "
GJ-BP,metal_free_candidate_uncertain,2,14.445,15.79,598.5,0.564,0.76,,,TiO2,,ITO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cclet.2019.08.022,Recent progress of thin-film photovoltaics for indoor application
CYC - B3.,metal_free_candidate_uncertain,1,15.7,15.7,15.7,15.7,15.7,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2014.08.002,An overview on the spectrum of sensitizers: The heart of Dye Sensitized Solar Cells
GJ-P,metal_free_candidate_uncertain,2,14.03,15.01,567.0,0.594,0.74,,,TiO2,,ITO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cclet.2019.08.022,Recent progress of thin-film photovoltaics for indoor application
LEG4,metal_free_organic_candidate,101,5.655,14.7,8.9008,607.5756,24.8479,"3-{6-{4-[bis(2',4'-dibutyloxybiphenyl-4-yl)amino-]phenyl}-4,4-dihexyl-cyclopenta-[2,1-b:3,4-b']dithiophene-2-yl}-2-cyanoacrylic acid",CCCCOc1ccc(c(OCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc(cc4)c5sc(cc5)\C=C(C#N)\C(O)=O)c6ccc(cc6)c7ccc(OCCCC)cc7OCCCC,SnO2; TiO2,I−/I3−; iodide/triiodide,FTO; glass,elsevier; rsc,organic_keyword:cyanoacrylic|thiophene,10.1016/j.electacta.2013.06.005; 10.1016/j.electacta.2014.07.125; 10.1016/j.electacta.2016.05.083; 10.1016/j.jphotochem.2016.05.015; 10.1016/j.nanoen.2015.09.010,"Bis(1,1-bis(2-pyridyl)ethane)copper( i / ii ) as an efficient redox couple for liquid dye-sensitized solar cells   | Combination of Asymmetric Supercapacitor Utilizing Activated Carbon and Nickel Oxide with Cobalt Polypyridyl-Based Dye-Sensitized Solar Cell | Efficient dye regeneration at low driving force achieved in triphenylamine dye LEG4 and TEMPO redox mediator based dye-sensitized solar cells  "
SGT - 137 / SGT - 021,metal_free_candidate_uncertain,1,14.64,14.64,22.06,878.4,75.55,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C6TA09836C,"Significant light absorption enhancement by a single heterocyclic unit change in the π-bridge moiety from thieno[3,2- b ]benzothiophene to thieno[3,2- b ]indole for high performance dye-sensitized and tandem solar cells  "
ZnS,metal_free_candidate_uncertain,2,14.3,14.4,34.55,573.0,72.0,,,ZnO,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solmat.2004.01.036,Special issue dedicated to Prof. Dr. H. Tributsch on the occasion of his 60th birthday
LEG4 + ADEKA-1,metal_free_candidate_uncertain,2,14.05,14.3,,,0.771,,,,,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C6CS00752J,Counter electrodes in dye-sensitized solar cells 
P1,metal_free_organic_candidate,242,0.8152,13.79,4.2282,88.6845,31.6621,"4-(Bis-{4-[5-(2,2-dicyano-vinyl)-thiophene-2-yl]-phenyl}-amino)-benzoic acid",OC(=O)c1ccc(cc1)N(c2ccc(cc2)c3sc(cc3)C=C(C#N)C#N)c4ccc(cc4)c5sc(cc5)C=C(C#N)C#N,0.53; 0.81; NiO; SnO2; TiO2,I-/I3-; I3−/I−; I−/I3-; I−/I3−; triiodide/iodide,FTO; NiO; glass,elsevier; rsc,organic_keyword:cyanoacrylic|thiophene; organic_keyword:thiophene,10.1016/j.ccr.2015.03.020; 10.1016/j.dyepig.2011.04.010; 10.1016/j.dyepig.2019.108032; 10.1016/j.electacta.2018.09.204; 10.1016/j.jallcom.2015.12.044,"A comprehensive comparison of dye-sensitized NiO photocathodes for solar energy conversion   | A new family of A 2 B 2 type porphyrin derivatives: synthesis, physicochemical characterization and their application in dye -sensitized solar cells   | A study of oligothiophene–acceptor dyes in p-type dye-sensitized solar cells  "
TKU-4,metal_free_candidate_uncertain,5,10.972,13.43,25.403,0.602,0.69,,,TiO2,I−/I3−,FTO; ITO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cclet.2019.08.022; 10.1016/j.orgel.2018.04.048,Rational design of cost-effective dyes for high performance dye-sensitized cells in indoor light environments | Recent progress of thin-film photovoltaics for indoor application
PCP3,metal_free_organic_candidate,1,13.4,13.4,,1431.0,,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.molliq.2019.01.078,Application of quantitative prediction to design new organic dyes in dye sensitized solar cells
PCT1,metal_free_organic_candidate,2,10.12,13.24,12.9,915.5,,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.molliq.2019.01.078,Application of quantitative prediction to design new organic dyes in dye sensitized solar cells
SM315,metal_free_candidate_uncertain,6,13.0,13.0,18.1,364.546,26.52,,,SnO2; TiO2,I−/I3−; iodide/triiodide,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C4CC09888A; 10.1039/C4DT02756F; 10.1039/C5NR02433A; 10.1039/C6CS00752J; 10.1039/C6TC01687A,"Counter electrodes in dye-sensitized solar cells  | Nanoarchitectures in dye-sensitized solar cells: metal oxides, oxide perovskites and carbon-based materials  | New generation solar cells: concepts, trends and perspectives "
SM 315,metal_free_candidate_uncertain,2,11.05,13.0,18.3,0.84,0.71,,,TiO2 nanoparticle; Transparent TiO2 nanotube,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jpowsour.2016.03.016,A critical review of recent developments in nanomaterials for photoelectrodes in dye sensitized solar cells
C259 + C239,metal_free_candidate_uncertain,4,12.325,12.8,8.475,870.5,0.768,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3EE42331J,Design of high-efficiency organic dyes for titania solar cells based on the chromophoric core of cyclopentadithiophene-benzothiadiazole  
TKU-6,metal_free_candidate_uncertain,5,10.83,12.74,26.9846,0.564,0.684,,,TiO2,I−/I3−,FTO; ITO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cclet.2019.08.022; 10.1016/j.orgel.2018.04.048,Rational design of cost-effective dyes for high performance dye-sensitized cells in indoor light environments | Recent progress of thin-film photovoltaics for indoor application
TKU-2,metal_free_candidate_uncertain,3,9.3667,12.73,3.672,0.57,0.67,,,,I−/I3−,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.orgel.2018.04.048,Rational design of cost-effective dyes for high performance dye-sensitized cells in indoor light environments
SM - 315 / Co(bpy)32+ / 3+,metal_free_candidate_uncertain,2,12.475,12.72,18.975,882.455,74.495,,,,,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C7RA06102A,Anchovy-derived nitrogen and sulfur co-doped porous carbon materials for high-performance supercapacitors and dye-sensitized solar cells  
[21],metal_free_candidate_uncertain,5,5.14,12.7,10.13,0.8214,0.6,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/S1369-7021(02)05532-3,Organic photovoltaic films
"GY50 ,",metal_free_candidate_uncertain,1,12.7,12.7,18.53,0.885,0.773,,,SnO2,iodide/triiodide,,rsc,no_excluded_metal_keyword_detected,10.1039/C4DT02756F,Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
11.9 ± 0.4,metal_free_candidate_uncertain,1,12.7,12.7,70.2,13.45,,,,TiO2,,ITO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2015.09.043,Recent advances in solar photovoltaic systems for emerging trends and advanced applications
38 % at 520 nm,metal_free_candidate_uncertain,1,12.7,12.7,19.4,0.887,,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/S1359-0286(02)00006-2,Organic photovoltaic films
FF,metal_free_organic_candidate,20,6.5255,12.69,9.948,223.9312,0.7225,,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N,TiO2,I−/I3−; iodide/triiodide,,elsevier; rsc,metal_free_smiles_screen,10.1016/j.jphotochem.2018.04.042; 10.1016/j.orgel.2011.11.020; 10.1016/j.orgel.2016.07.005; 10.1039/C1SC00199J; 10.1039/C2SC00973K,"Enhanced performance of dye-sensitized solar cells with novel 2,6-diphenyl-4H-pyranylidene dyes | Improvement of photovoltaic performances by optimizing π-conjugated bridge for the C217-based dyes: A theoretical perspective | Joint electrical, photophysical and computational studies on D-π-A dye sensitized solar cells: the impacts of dithiophene rigidification  "
PBT2,metal_free_organic_candidate,1,12.64,12.64,,1357.0,,,CN(C)CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl,TiO2,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.molliq.2019.01.078,Application of quantitative prediction to design new organic dyes in dye sensitized solar cells
"Cu2ZnSn(S,Se)4",metal_free_candidate_uncertain,1,12.6,12.6,35.2,0.513,69.8,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solmat.2018.05.003,"Substitution of Zn in Earth‐Abundant Cu2ZnSn(S,Se)4 based thin film solar cells – A status review"
ADEKA-1,metal_free_organic_candidate,5,11.38,12.5,15.6,0.9546,0.765,,CCCCCCC1=C(SC(=C1)C2=C(C=C(S2)C3=C(C=C(S3)C4=C(C=C(S4)C5=CC6=C(C=C5)N(C7=CC=CC=C76)CC)CCCCCC)CCCCCC)CCCCCC)/C=C(\C#N)/C(=O)NC8=CC=C(C=C8)[Si](OC)(OC)OC,,,,rsc,metal_free_smiles_screen,10.1039/C4CC02192D,An achievement of over 12 percent efficiency in an organic dye-sensitized solar cell  
SGT - 137 / HC-A1,metal_free_candidate_uncertain,1,12.45,12.45,18.37,884.0,76.69,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C6TA09836C,"Significant light absorption enhancement by a single heterocyclic unit change in the π-bridge moiety from thieno[3,2- b ]benzothiophene to thieno[3,2- b ]indole for high performance dye-sensitized and tandem solar cells  "
YD2-o-C8,metal_free_organic_candidate,14,6.4127,12.3,10.3373,450.3661,15.133,,CCCCCCCCOC1=C(C(=CC=C1)OCCCCCCCC)C2=C3C=CC(=C(C4=NC(=C(C5=CC=C(N5)C(=C6C=CC2=N6)N(C7=CC=C(C=C7)CCCCCC)C8=CC=C(C=C8)CCCCCC)C9=C(C=CC=C9OCCCCCCCC)OCCCCCCCC)C=C4)C#CC1=CC=C(C=C1)C(=O)O)N3,TiO2,I3−/I−,FTO; glass,elsevier; rsc,metal_free_smiles_screen,10.1016/j.ccr.2012.02.005; 10.1039/C2EE23081J; 10.1039/C4EE03934C; 10.1039/C4RA08338E; 10.1039/C5NR02433A,19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | A feasible scalable porphyrin dye for dye-sensitized solar cells under one sun and dim light environments   | A structurally simple perylene dye with ethynylbenzothiadiazole-benzoic acid as the electron acceptor achieves an over 10% power conversion efficiency  
YD-o-C8,metal_free_candidate_uncertain,1,12.3,12.3,17.66,0.935,0.74,,,,,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C7CS00565B,Multimolecular assemblies on high surface area metal oxides and their role in interfacial energy and electron transfer 
Y123 / YD2-o-C8,metal_free_candidate_uncertain,1,12.3,12.3,17.66,935.0,0.74,,,TiO2,,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C5NR02433A,Recent advances in alternative counter electrode materials for Co-mediated dye-sensitized solar cells 
C258 + C239,metal_free_candidate_uncertain,4,11.7,12.2,8.62,827.25,0.7585,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3EE42331J,Design of high-efficiency organic dyes for titania solar cells based on the chromophoric core of cyclopentadithiophene-benzothiadiazole  
YD2-o-C8 + Y123,metal_free_candidate_uncertain,3,4.6093,12.0,6.496,0.921,0.856,,,SnO2,iodide/triiodide,glass,rsc,no_excluded_metal_keyword_detected,10.1039/C2EE23081J; 10.1039/C4DT02756F,Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights  | Recent developments in redox electrolytes for dye -sensitized solar cells 
TKU-5,metal_free_candidate_uncertain,3,8.86,12.0,3.2977,0.6067,0.6867,,,,I−/I3−,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.orgel.2018.04.048,Rational design of cost-effective dyes for high performance dye-sensitized cells in indoor light environments
SM371,metal_free_candidate_uncertain,1,12.0,12.0,,0.96,0.79,,,TiO2,I−/I3−,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C7NR08350E,"Nanoarchitectures in dye-sensitized solar cells: metal oxides, oxide perovskites and carbon-based materials "
AN-11,metal_free_candidate_uncertain,2,11.6,11.94,57.2,1.045,0.645,,,TiO2,,ITO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cclet.2019.08.022,Recent progress of thin-film photovoltaics for indoor application
TUS-38,metal_free_candidate_uncertain,3,11.26,11.88,23.6233,0.68,0.7007,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C5TA10393B,Highly efficient dye-sensitized solar cells based on a ruthenium sensitizer bearing a hexylthiophene modified terpyridine ligand  
SGT - 137,metal_free_candidate_uncertain,2,11.1,11.84,17.77,850.75,73.59,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C6TA09836C,"Significant light absorption enhancement by a single heterocyclic unit change in the π-bridge moiety from thieno[3,2- b ]benzothiophene to thieno[3,2- b ]indole for high performance dye-sensitized and tandem solar cells  "
WS-72,metal_free_organic_candidate,7,11.2714,11.7,11.0714,153.7443,0.7829,"(E)-3-(6-(8-(4-(bis(2',4'-bis(hexyloxy)-[1,1'-biphenyl]-4-yl)amino)phenyl)-2,3-bis(4-(hexyloxy)phenyl)quinoxalin-5-yl)-4,4-dihexyl-4H-cyclopenta[2,1-b:3,4-b']dithiophen-2-yl)-2-cyanoacrylic acid",CCCCCCOc1ccc(cc1)c2nc3c(ccc(c4ccc(cc4)N(c5ccc(cc5)c6ccc(OCCCCCC)cc6OCCCCCC)c7ccc(cc7)c8ccc(OCCCCCC)cc8OCCCCCC)c3nc2c9ccc(OCCCCCC)cc9)c%10sc%11c%12sc(\C=C(C#N)\C(O)=O)cc%12C(CCCCCC)(CCCCCC)c%11c%10,TiO2,,,elsevier; rsc,organic_keyword:cyanoacrylic,10.1016/j.solener.2019.10.061; 10.1039/C8EE00661J; 10.1039/C8TC03542C,Comprehensive control of voltage loss enables 11.7% efficient solid-state dye-sensitized solar cells   | Novel metal-free organic dyes constructed with the D-D|A-π-A motif: Sensitization and co-sensitization study | The researcher's guide to solid-state dye-sensitized solar cells 
Cu(tmby)2TFSI / WS72,metal_free_candidate_uncertain,1,11.7,11.7,13.8,1.07,,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C8TA06418K,Improved conversion efficiency of 10% for solid-state dye-sensitized solar cells utilizing P-type semiconducting CuI and multi-dye consisting of novel porphyrin dimer and organic dyes  
BD + HC5,metal_free_candidate_uncertain,2,11.4,11.6,22.22,707.5,0.723,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3TA01043K,Improvement of spectral response by co-sensitizers for high efficiency dye -sensitized solar cells 
C272 / YD2-o-C8,metal_free_candidate_uncertain,1,11.6,11.6,16.88,915.0,0.754,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4EE03934C,A structurally simple perylene dye with ethynylbenzothiadiazole-benzoic acid as the electron acceptor achieves an over 10% power conversion efficiency  
CYC - B11,metal_free_candidate_uncertain,6,7.9967,11.5,14.7933,260.494,13.4067,,,TiO2,I3−/I−,glass,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.ccr.2012.02.005; 10.1016/j.orgel.2013.05.039; 10.1016/j.rser.2016.06.045; 10.1039/C4CC09888A; 10.1039/C8TC03542C,"19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | New generation solar cells: concepts, trends and perspectives "
Cu2Zn.6Cd.4SnS4,metal_free_candidate_uncertain,2,10.55,11.5,25.4,0.616,66.05,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solmat.2018.05.003,"Substitution of Zn in Earth‐Abundant Cu2ZnSn(S,Se)4 based thin film solar cells – A status review"
PRT-22,metal_free_candidate_uncertain,1,11.16,11.16,20.4,740.0,0.739,,,,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4TA04483E,Panchromatic Ru( ii ) sensitizers bearing single thiocyanate for high efficiency dye sensitized solar cells  
BD,metal_free_organic_candidate,10,5.725,11.1,12.531,132.3226,0.6693,,B(N1C(=CC(=C1/C=C\2/C(=CC(=N2)C3=CC=C(C=C3)N(C)C)OCCO)C)C)(F)F,TiO2,,FTO,elsevier; rsc,metal_free_smiles_screen,10.1016/j.solener.2019.05.037; 10.1016/j.solmat.2007.03.009; 10.1039/C3TA01043K; 10.1039/C7CS00565B; 10.1039/C8RA00862K,Improvement of spectral response by co-sensitizers for high efficiency dye -sensitized solar cells  | Multimolecular assemblies on high surface area metal oxides and their role in interfacial energy and electron transfer  | New pyridyl-based dyes for co-sensitization in dye sensitized solar cells
SGT - 136,metal_free_candidate_uncertain,1,11.04,11.04,18.35,804.0,74.84,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C6TA09836C,"Significant light absorption enhancement by a single heterocyclic unit change in the π-bridge moiety from thieno[3,2- b ]benzothiophene to thieno[3,2- b ]indole for high performance dye-sensitized and tandem solar cells  "
SK202,metal_free_candidate_uncertain,3,10.8333,11.0,16.8333,902.6667,71.5,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.05.053,Improving energy transfer efficiency of dye-sensitized solar cell by fine tuning of dye planarity
XW4 + C1,metal_free_candidate_uncertain,2,10.725,11.0,20.15,368.368,35.855,,,SnO2; TiO2,iodide/triiodide,,rsc,no_excluded_metal_keyword_detected,10.1039/C4DT02756F; 10.1039/C7CC09671B,"Porphyrin-sensitized solar cells: systematic molecular optimization, coadsorption and cosensitization  | Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights "
WS-70,metal_free_candidate_uncertain,2,10.35,11.0,13.8,0.98,0.765,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C8EE00661J,Comprehensive control of voltage loss enables 11.7% efficient solid-state dye-sensitized solar cells  
Cu(tmby)2TFSI / Y123,metal_free_candidate_uncertain,1,11.0,11.0,13.9,1.08,,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C8TA06418K,Improved conversion efficiency of 10% for solid-state dye-sensitized solar cells utilizing P-type semiconducting CuI and multi-dye consisting of novel porphyrin dimer and organic dyes  
Solar,metal_free_candidate_uncertain,1,11.0,11.0,22.0,0.729,,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2010.03.016,Toward integrated PV panels and power electronics using printing technologies
PRT-21,metal_free_candidate_uncertain,1,10.81,10.81,19.0,760.0,0.749,,,,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4TA04483E,Panchromatic Ru( ii ) sensitizers bearing single thiocyanate for high efficiency dye sensitized solar cells  
