dye_raw,eco_class,valid_record_count,avg_pce_percent,max_pce_percent,avg_jsc_raw,avg_voc_raw,avg_ff_raw,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
R2 / BHJ,metal_free_candidate_uncertain,1,6.1,6.1,11.7,744.0,0.73,,,,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2013.02.040,The effect of direct amine substituted push–pull oligothiophene chromophores on dye-sensitized and bulk heterojunction solar cells performance
2 / BHJ,metal_free_candidate_uncertain,1,6.1,6.1,11.7,744.0,0.73,,,,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2013.02.040,The effect of direct amine substituted push–pull oligothiophene chromophores on dye-sensitized and bulk heterojunction solar cells performance
3 / BHJ,metal_free_candidate_uncertain,1,6.1,6.1,11.7,744.0,0.73,,,,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2013.02.040,The effect of direct amine substituted push–pull oligothiophene chromophores on dye-sensitized and bulk heterojunction solar cells performance
LE,metal_free_organic_candidate,1,6.1,6.1,11.7,744.0,0.73,,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)O)N,,,,elsevier,metal_free_smiles_screen,10.1016/j.synthmet.2014.04.005,Novel organic sensitizer based on directly linked oligothiophenes to donor nitrogen atom for efficient dye-sensitized solar cells
KS-5,metal_free_organic_candidate,1,6.1,6.1,13.4,646.0,0.7,,,,,,elsevier,organic_keyword:cyanoacrylic|thiophene,10.1016/j.dyepig.2011.09.003,Novel di-anchoring dye for DSSC by bridging of two mono anchoring dye molecules: A conformational approach to reduce aggregation
ZnP6C,metal_free_candidate_uncertain,1,6.09,6.09,11.92,0.72,0.71,,,,I3−/I−,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C6NJ00634E,Two new bulky substituted Zn porphyrins bearing carboxylate anchoring groups as promising dyes for DSSCs  
PTZTC3,metal_free_organic_candidate,1,6.09,6.09,12.85,667.0,0.71,,,TiO2,I3−/I−,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.dyepig.2018.03.075,(D−π−A)3−Type metal-free organic dye for dye-sensitized solar cells application
DIA4,metal_free_candidate_uncertain,2,4.52,6.08,10.64,0.595,69.8,,,TiO2,,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C3TA01657A,Rigid triarylamine-based efficient DSSC sensitizers with high molar extinction coefficients  
DBT1,metal_free_candidate_uncertain,2,5.965,6.08,10.82,0.715,0.775,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2012.11.004,Influence of the benzo[d]thiazole-derived π-bridges on the optical and photovoltaic performance of D–π–A dyes
21 ( C220 ),metal_free_candidate_uncertain,1,6.08,6.08,9.7,881.0,0.71,,,TiO2,,ITO,rsc,no_excluded_metal_keyword_detected,10.1039/C3EE41888J,Metal free sensitizer and catalyst for dye sensitized solar cells 
LY02,metal_free_candidate_uncertain,1,6.08,6.08,14.11,0.66,65.25,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2019.107683,Three-component one-pot reaction for molecular engineering of novel cost-effective highly rigid quinoxaline-based photosensitizers for highly efficient DSSCs application: Remarkable photovoltage
P2,metal_free_candidate_uncertain,17,4.4876,6.07,10.0547,417.9211,31.6229,,P#P,TiO2; tin oxide,,FTO,elsevier; rsc,no_excluded_metal_keyword_detected; organic_keyword:cyanoacrylic,10.1016/j.jphotochem.2017.05.033; 10.1016/j.synthmet.2009.09.013; 10.1039/B918282A; 10.1039/C0JM02532A; 10.1039/C2JM15420J,"A new family of A 2 B 2 type porphyrin derivatives: synthesis, physicochemical characterization and their application in dye -sensitized solar cells   | Effect of donor moiety in organic sensitizer on spectral response, electrochemical and photovoltaic properties | Efficient and stable dye -sensitized solar cells based on phenothiazine sensitizers with thiophene units  "
M-PSS,metal_free_candidate_uncertain,3,5.7633,6.07,14.5967,0.6367,0.6167,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tsf.2014.03.010,Triarylene linked spacer effect for dye-sensitized solar cells
"15 ( HKK - CM1 ; 52.7 , 532 )",metal_free_candidate_uncertain,1,6.07,6.07,14.2,600.0,0.7,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4RA16493H,Recent progress in organic sensitizers for dye-sensitized solar cells 
P. pterocarpum - Ethanol ( natural ),natural_or_bio_based_candidate,1,6.07,6.07,11.47,0.725,70.08,,,ZnO,,FTO,elsevier,keyword:natural; natural_or_plant_name_screen,10.1016/j.optmat.2018.06.011,"Optical, spectral and photovoltaic characterization of natural dyes extracted from leaves of Peltophorum pterocarpum and Acalypha amentacea used as sensitizers for ZnO based dye sensitized solar cells"
HKK - CM1,metal_free_candidate_uncertain,1,6.07,6.07,14.2,0.6,0.7,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2011.01.009,Coumarin dyes containing low-band-gap chromophores for dye-sensitised solar cells
H-3,metal_free_organic_candidate,1,6.06,6.06,11.22,-0.72,0.75,,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)/C=C/C=C/C=C/C=C\C(=O)O)OC)C,TiO2,,,rsc,metal_free_smiles_screen,10.1039/C6RA23034B,Ferrocenyl chalcones with phenolic and pyridyl anchors as potential sensitizers in dye-sensitized solar cells  
PIDT - QCu,metal_free_candidate_uncertain,1,6.06,6.06,12.06,0.73,68.4,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.optmat.2018.01.022,D-A-π-A dye-sensitizers with Cd (Ⅱ) or Cu (Ⅱ) complex as auxiliary electron acceptor
Dhkx-3,metal_free_candidate_uncertain,1,6.06,6.06,13.06,0.651,0.71,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2019.02.002,New semi-rigid triphenylamine donor moiety for D-π-A sensitizer: Theoretical and experimental investigations for DSSCs
BTPA,metal_free_organic_candidate,1,6.06,6.06,14.21,0.62,0.69,,CC/C=C(/C1=CSC(=N1)NC(=O)OC(C)(C)C)\C(=O)O,TiO2,I−/I3−,,elsevier,metal_free_smiles_screen,10.1016/j.jechem.2016.05.005,A new D–D–π–A dye for efficient dye-sensitized solar cells
QX22,metal_free_organic_candidate,6,5.4983,6.05,10.9333,763.5,65.9167,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.electacta.2017.02.166,T-shaped (D)2–A–π–A type sensitizers incorporating indoloquinoxaline and triphenylamine for organic dye-sensitized solar cells
LS-4,metal_free_candidate_uncertain,4,5.065,6.05,11.27,636.0,0.7052,,P#[In],TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2013.04.031,"Organic sensitizers incorporating 3,4-ethylenedioxythiophene as the conjugated bridge: Joint photophysical and electrochemical analysis of photovoltaic performance"
DA-3,metal_free_candidate_uncertain,2,6.02,6.05,11.89,0.713,0.711,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4TC00661E,Fluorene-bridged organic dyes with di-anchoring groups for efficient co-adsorbent-free dye-sensitized solar cells  
D20,metal_free_organic_candidate,1,6.05,6.05,11.51,720.0,0.73,,COCCNC(=NCCC[C@@H](C(=O)O)N)N,TiO2,I−/I3−,,rsc,metal_free_smiles_screen,10.1039/C7SE00068E,Recent developments in tetrathiafulvalene and dithiafulvalene based metal-free organic sensitizers for dye-sensitized solar cells: a mini-review  
JY12,metal_free_candidate_uncertain,1,6.05,6.05,14.0,674.0,0.64,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4RA12888E,Biindole-based double D–π–A branched organic dyes for efficient dye-sensitized solar cells  
K4,metal_free_candidate_uncertain,3,5.43,6.04,11.64,507.2167,0.6263,,,TiO2,I−/I3−,,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2013.12.025; 10.1039/C5TA03807C,"Organic dyes incorporating a thiophene or furan moiety for efficient dye-sensitized solar cells | Pyridomethene–BF 2 complex/phenothiazine hybrid sensitizer with high molar extinction coefficient for efficient, sensitized solar cells  "
PTZTB4,metal_free_candidate_uncertain,3,6.04,6.04,11.835,689.0,0.646,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.electacta.2018.07.119,Dye-sensitized solar cells based on (D−π−A)3L2 phenothiazine dyes containing auxiliary donors and flexible linkers with different length of carbon chain
DF15,metal_free_organic_candidate,2,5.505,6.04,12.26,0.6835,0.66,,,TiO2,,glass,elsevier,organic_keyword:cyanoacrylic,10.1016/j.tet.2014.05.076,"Nanotek for organic synthesis, and organic synthesis for nanotek"
LX1,metal_free_candidate_uncertain,1,6.04,6.04,11.67,730.0,70.79,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7CP04642A,A detailed experimental and theoretical investigation of the role of cyano groups in the π-bridged acceptor of sensitizers for use in dye-sensitized solar cells (DSCs)  
"18 ( BzTCA ; 46.77 , 557 )",metal_free_candidate_uncertain,1,6.04,6.04,16.46,545.0,0.67,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4RA16493H,Recent progress in organic sensitizers for dye-sensitized solar cells 
PRSCN2,metal_free_candidate_uncertain,1,6.04,6.04,15.864,0.606,62.87,,,,I3−/I−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2013.10.032,A comparison of the electronic and photovoltaic properties of novel twin-anchoring organic dyes containing varying lengths of π-bridges in dye-sensitized solar cells
LP-2,metal_free_candidate_uncertain,1,6.04,6.04,11.67,730.0,70.79,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2015.10.010,Novel D–π–A porphyrin dyes with different alkoxy chains for use in dye-sensitized solar cells
P48,metal_free_candidate_uncertain,1,6.04,6.04,15.78,0.6,0.64,,,titania,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tetlet.2015.12.057,Review of carbazole based conjugated molecules for highly efficient organic solar cell application
MXD4,metal_free_candidate_uncertain,1,6.04,6.04,11.5,772.0,0.68,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jpowsour.2010.08.055,Efficient dye-sensitized solar cells with triarylamine organic dyes featuring functionalized-truxene unit
FWD2,metal_free_organic_candidate,1,6.04,6.04,10.91,0.75,0.74,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.electacta.2017.08.089,Efficient Small Molecule Organic Dyes Containing Different Bridges in Donor Moieties for Dye-Sensitized Solar Cells
DPP-II,metal_free_organic_candidate,8,4.815,6.03,11.825,78.6814,0.64,,CCCCN1C(=C2C(=C(N(C2=O)CCCC)C3=CC=C(C=C3)C4=CC=C(S4)C=O)C1=O)C5=CC=C(C=C5)C6=CC=C(C=C6)N(C7=CC=C(C=C7)OC)C8=CC=C(C=C8)OC,TiO2,,,elsevier,organic_keyword:dpp,10.1016/j.dyepig.2011.09.009,New diketo-pyrrolo-pyrrole (DPP) sensitizer containing a furan moiety for efficient and stable dye-sensitized solar cells
XS47 / E2,metal_free_candidate_uncertain,2,5.98,6.03,11.75,766.0,0.665,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2013.10.016,Influence of donor and bridge structure in D–A–π–A indoline dyes on the photovoltaic properties of dye-sensitized solar cells employing iodine/cobalt electrolyte
DS-5,metal_free_organic_candidate,1,6.03,6.03,14.6,0.59,0.7,,,,,FTO,rsc,organic_keyword:cyanoacrylic|thiophene,10.1039/B815649B,Molecular design of triarylamine-based organic dyes for efficient dye -sensitized solar cells 
MR-5,metal_free_candidate_uncertain,1,6.03,6.03,15.27,0.61,65.12,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2018.05.011,Molecular engineering and synthesis of novel metal-free organic sensitizers with D-π-A-π-A architecture for DSSC applications: The effect of the anchoring group
PTZTB2,metal_free_candidate_uncertain,3,6.02,6.02,12.065,680.0,0.632,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.electacta.2018.07.119,Dye-sensitized solar cells based on (D−π−A)3L2 phenothiazine dyes containing auxiliary donors and flexible linkers with different length of carbon chain
R : CH3,metal_free_candidate_uncertain,2,5.275,6.02,9.38,0.775,0.725,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C5TC04418A,Phenothiazine-based dyes for efficient dye-sensitized solar cells 
WD-7,metal_free_organic_candidate,2,5.955,6.02,12.585,675.5,0.7,,,TiO2,,,rsc,organic_keyword:cyanoacrylic,10.1039/C2JM34682F,Phenothiazine – triphenylamine based organic dyes containing various conjugated linkers for efficient dye -sensitized solar cells 
SB2,metal_free_organic_candidate,2,5.425,6.02,11.965,0.7225,0.63,,,TiO2,,FTO,elsevier,organic_keyword:cyanoacrylic,10.1016/j.dyepig.2011.10.014,Alkyloxy substituted organic dyes for high voltage dye-sensitized solar cell: Effect of alkyloxy chain length on open-circuit voltage
6 ( S4 ),metal_free_candidate_uncertain,1,6.02,6.02,13.8,630.0,0.69,,,TiO2,,ITO,rsc,no_excluded_metal_keyword_detected,10.1039/C3EE41888J,Metal free sensitizer and catalyst for dye sensitized solar cells 
K1 / DCA,metal_free_candidate_uncertain,1,6.02,6.02,14.05,0.69,0.63,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C5TA03807C,"Pyridomethene–BF 2 complex/phenothiazine hybrid sensitizer with high molar extinction coefficient for efficient, sensitized solar cells  "
SH-1,metal_free_candidate_uncertain,1,6.02,6.02,10.2,781.7,75.5,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2012.12.007,The effect of N-substitution and ethylthio substitution on the performance of phenothiazine donors in dye-sensitized solar cells
WR7 b,metal_free_candidate_uncertain,1,6.02,6.02,16.27,617.0,0.6,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.synthmet.2016.01.025,Phenothiazine organic dyes with the cone-shaped structural: Broad photoresponse and limitations on short-circuit photocurrent density in dye-sensitized solar cells
FNE59,metal_free_candidate_uncertain,1,6.02,6.02,12.06,703.0,0.71,,,,I−/I3−,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jpowsour.2014.12.143,9th International Conference on Lead-Acid Batteries – LABAT 2014
TT40,metal_free_candidate_uncertain,2,5.755,6.01,13.1,629.5,0.7,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4TA01894J,Advances in phthalocyanine-sensitized solar cells (PcSSCs) 
DDC6,metal_free_candidate_uncertain,2,5.72,6.01,11.66,0.7285,67.7,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2014.08.016,"Photo-stable substituted dihydroindolo[2,3-b]carbazole-based organic dyes: tuning the photovoltaic properties by optimizing the π structure for panchromatic DSSCs"
YQ1,metal_free_candidate_uncertain,1,6.01,6.01,14.27,0.68,0.62,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4NJ00651H,2-Diphenylaminothiophene as the donor of porphyrin sensitizers for dye-sensitized solar cells  
U01,metal_free_organic_candidate,1,6.01,6.01,10.7,0.758,0.741,,CC(C)[C@@H](C1=CC=C(C=C1)Br)C2=C(C3=CC=CC=C3OC2=O)O,TiO2,,glass,elsevier,metal_free_smiles_screen,10.1016/j.matchemphys.2013.06.044,Simple indoline based donor–acceptor dye for high efficiency dye-sensitized solar cells
SH-14,metal_free_organic_candidate,1,6.01,6.01,12.29,687.5,71.18,,,,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.dyepig.2014.09.014,"The effect of the number, position, and shape of methoxy groups in triphenylamine donors on the performance of dye-sensitized solar cells"
FWD8,metal_free_organic_candidate,1,6.01,6.01,11.59,0.75,0.69,,,,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.solener.2019.07.068,Molecular design and application of novel small molecule organic dyes featuring bis(arylvinyl)phenyl amino group for dye-sensitized solar cells
New organic dyes,metal_free_candidate_uncertain,4,5.425,6.0,10.915,0.6963,0.7132,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2015.07.076,Recent improvements in dye sensitized solar cells: A review
SD-5,metal_free_organic_candidate,3,4.5333,6.0,10.1333,706.3333,0.63,,,TiO2,iodide/triiodide,FTO,rsc,organic_keyword:cyanoacrylic|coumarin,10.1039/C0EE00218F,Molecular design of metal-free D–π-A substituted sensitizers for dye -sensitized solar cells 
TH305,metal_free_candidate_uncertain,3,3.3873,6.0,4.694,217.8357,0.6873,,,TiO2,,FTO; glass,rsc,no_excluded_metal_keyword_detected,10.1039/C2EE23081J; 10.1039/C3CS60409H; 10.1039/C3EE40296G,Ionic liquid-based green processes for energy production  | Recent advances in alternative cathode materials for iodine-free dye -sensitized solar cells  | Recent developments in redox electrolytes for dye -sensitized solar cells 
XS30,metal_free_candidate_uncertain,3,5.6667,6.0,13.5667,597.3333,0.7,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2011.09.019,Organic dyes incorporating the cyclopentadithiophene moiety for efficient dye-sensitized solar cells
FNE54,metal_free_candidate_uncertain,2,5.55,6.0,13.52,609.5,0.67,,,,I−/I3−,glass,rsc,no_excluded_metal_keyword_detected,10.1039/C4TA04884A,Efficient quasi-solid-state dye-sensitized solar cells based on organic sensitizers containing fluorinated quinoxaline moiety  
G9,metal_free_organic_candidate,2,4.835,6.0,10.76,0.657,0.6905,,C1C(=O)N(C(=S)S1)CC(=O)O,TiO2,,FTO,rsc,metal_free_smiles_screen,10.1039/C9NJ01029G,Functional π-conjugated tetrathiafulvalene decorated with benzothiadiazole organic sensitizers for dye sensitized solar cells  
1 : 10,metal_free_candidate_uncertain,2,4.245,6.0,9.675,612.5,68.95,,,TiO2,iodide/triiodide,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2012.08.011; 10.1016/j.jphotochem.2016.05.015,Incorporation of a fluorophenylene spacer into a highly efficient organic dye for solid-state dye-sensitized solar cells | Tuning the photovoltaic parameters of β-substituted porphyrin analogues: An experimental and theoretical approach
MK-20,metal_free_organic_candidate,1,6.0,6.0,10.8,785.0,71.0,,C1=CC=C2C=C(C=CC2=C1)CN[C@H](CCCN=C(N)N)C(=O)N,TiO2,,FTO,rsc,metal_free_smiles_screen,10.1039/C2TA00897A,Recombination inhibitive structure of organic dyes for cobalt complex redox electrolytes in dye -sensitised solar cells  
RD1,metal_free_organic_candidate,1,6.0,6.0,12.744,0.694,0.68,,C1=CC2=C(C=CC(=C2)OP(=O)(O)O)C=C1C(P(=O)(O)O)P(=O)(O)O,TiO2,,,rsc,metal_free_smiles_screen,10.1039/C0CC03517C,Synthesis and electron-transfer properties of benzimidazole -functionalized ruthenium complexes for highly efficient dye -sensitized solar cells  
CuI / D149,metal_free_candidate_uncertain,1,6.0,6.0,12.8,0.65,,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C8TA06418K,Improved conversion efficiency of 10% for solid-state dye-sensitized solar cells utilizing P-type semiconducting CuI and multi-dye consisting of novel porphyrin dimer and organic dyes  
SD - 28,metal_free_candidate_uncertain,1,6.0,6.0,15.85,0.6,0.62,,,TiO2,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2019.107754,"Investigations into structure-property relationships of novel Ru(II) dyes with N,N′-Diethyl group in ancillary ligand for dye-sensitized solar cells"
1 : 30,metal_free_candidate_uncertain,1,6.0,6.0,12.45,710.0,68.0,,,TiO2,iodide/triiodide,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2016.05.015,Incorporation of a fluorophenylene spacer into a highly efficient organic dye for solid-state dye-sensitized solar cells
1 : 50,metal_free_candidate_uncertain,1,6.0,6.0,12.45,710.0,68.0,,,TiO2,iodide/triiodide,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2016.05.015,Incorporation of a fluorophenylene spacer into a highly efficient organic dye for solid-state dye-sensitized solar cells
1. CSORG9,metal_free_candidate_uncertain,1,6.0,6.0,12.07,0.72,0.68,,,,T2/T−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
3. CSORG7,metal_free_candidate_uncertain,1,6.0,6.0,11.56,0.72,0.71,,,,T2/T−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
TPTDYE-1,metal_free_organic_candidate,1,6.0,6.0,11.11,0.76,0.71,,,TiO2,I3−/I−,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.tet.2012.04.104,Synthesis of triphenylamine-based thiophene-(N-aryl)pyrrole-thiophene dyes for dye-sensitized solar cell applications
CSORG7,metal_free_candidate_uncertain,1,6.0,6.0,11.56,0.726,0.719,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.synthmet.2014.06.009,Highly conjugated electron rich thiophene antennas on phenothiazine and phenoxazine-based sensitizers for dye sensitized solar cells
CSORG9,metal_free_candidate_uncertain,1,6.0,6.0,12.07,0.72,0.685,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.synthmet.2014.06.009,Highly conjugated electron rich thiophene antennas on phenothiazine and phenoxazine-based sensitizers for dye sensitized solar cells
"57 ( JK - 217 ; 77.9 , 672 )",metal_free_candidate_uncertain,1,5.99,5.99,13.8,610.0,0.73,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4RA16493H,Recent progress in organic sensitizers for dye-sensitized solar cells 
2.01 × 10− 6,metal_free_candidate_uncertain,1,5.99,5.99,15.8,0.78,47.8,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.matdes.2016.05.007,Photoexcitation of neodymium doped TiO2 for improved performance in dye-sensitized solar cells
M85,metal_free_organic_candidate,1,5.99,5.99,13.0,640.0,0.72,,CNCC1=CC(=CC=C1)OCC2=CC3=C(C=C2)C=CC(=N3)N,,,,elsevier,metal_free_smiles_screen,10.1016/j.dyepig.2017.09.053,Organic dyes containing indolodithienopyrrole unit for dye-sensitized solar cells
5 a,metal_free_candidate_uncertain,4,3.535,5.98,8.6325,285.1535,0.572,,,TiO2,I3−/I−; I−/I3−,FTO,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2014.06.028; 10.1016/j.dyepig.2019.01.027; 10.1016/j.orgel.2015.07.019; 10.1039/C3TA15456D,"Novel D-π-A organic dyes for DSSCs based on dibenzo[b,h][1,6]naphthyridine as a π-bridge | Organic dyes containing fluoren-9-ylidene chromophores for efficient dye-sensitized solar cells   | Synthesis and photovoltaic properties of organic dyes containing N-fluoren-2-yl dithieno[3,2-b:2′,3′-d]pyrrole and different donors"
MP-I-50,metal_free_candidate_uncertain,3,5.4467,5.98,11.5,0.68,69.6667,,,,,glass,rsc,no_excluded_metal_keyword_detected,10.1039/C1EE01060C,"Energy levels, charge injection, charge recombination and dye regeneration dynamics for donor–acceptor π-conjugated organic dyes in mesoscopic TiO 2 sensitized solar cells  "
LI - 102,metal_free_candidate_uncertain,1,5.98,5.98,12.95,717.0,0.64,,,TiO2,I−/I3−,glass,rsc,no_excluded_metal_keyword_detected,10.1039/C6RA03694E,Co-sensitization of “H”-type dyes with planar squaraine dyes for efficient dye-sensitized solar cells  
"26 ( HKK - CM4 ; 31 , 507 )",metal_free_candidate_uncertain,1,5.97,5.97,14.3,580.0,0.72,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4RA16493H,Recent progress in organic sensitizers for dye-sensitized solar cells 
TPAR11,metal_free_candidate_uncertain,4,5.285,5.96,13.775,625.25,0.62,,,titanium dioxide,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jpowsour.2008.05.025,Influence of acceptor moiety in triphenylamine-based dyes on the properties of dye-sensitized solar cells
SD4,metal_free_organic_candidate,4,3.6925,5.96,9.26,0.5725,31.7752,,C([C@@H](C(=O)O)N)C(=O)NO,ZnO,I−/I3−,,elsevier,metal_free_smiles_screen; organic_keyword:thiophene,10.1016/j.dyepig.2009.04.005; 10.1016/j.jphotochem.2017.03.019,Combined computational and experimental study of carbazole dyes for iodide- and cobalt-based ZnO DSSCs | Efficient triphenylamine dyes for solar cells: Effects of alkyl-substituents and π-conjugated thiophene unit
TD-T,metal_free_organic_candidate,1,5.96,5.96,13.39,0.69,0.65,,,TiO2,I−/I3−,,rsc,organic_keyword:dithien,10.1039/C7RA05716D,"Effect of structural optimization on the photovoltaic performance of dithieno[3,2- b :2′,3′- d ]pyrrole-based dye-sensitized solar cells  "
JK - 205,metal_free_candidate_uncertain,1,5.96,5.96,12.19,0.67,0.73,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2011.09.020,Molecular engineering of thia-bridged triphenylamine heterohelicenes as novel organic dyes for dye-sensitized solar cells
T-C0,metal_free_candidate_uncertain,1,5.96,5.96,13.46,0.664,0.672,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.molstruc.2015.04.012,"The effect of cyclic thiourea functionalization and β,β′-dialkylbithiophene linker on the performance of triphenylamine dyes"
D1 with coadsorbent,metal_free_candidate_uncertain,1,5.96,5.96,12.5,0.71,0.67,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jpowsour.2010.03.031,Synthesis of new low band gap dyes with BF2–azopyrrole complex and their use for dye-sensitized solar cells
JH01,metal_free_candidate_uncertain,1,5.96,5.96,12.3,0.691,0.701,,,,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2015.04.018,"2014 Tetrahedron Prize for Creativity in Organic Chemistry, Palladium and Other Transition Metal-Catalyzed Reactions: Invention and Applications, Jiro Tsuji"
AG3,metal_free_organic_candidate,3,5.1433,5.94,10.8233,664.0,0.7167,,,,,,elsevier,organic_keyword:cyanoacrylic|thiophene,10.1016/j.synthmet.2014.04.005,Novel organic sensitizer based on directly linked oligothiophenes to donor nitrogen atom for efficient dye-sensitized solar cells
TPATDPPCN,metal_free_organic_candidate,1,5.94,5.94,14.86,0.93,0.43,,,,,,rsc,organic_keyword:dpp,10.1039/C4CC04020A,High performance asymmetrical push–pull small molecules end-capped with cyanophenyl for solution-processed solar cells  
DA-2,metal_free_candidate_uncertain,1,5.94,5.94,11.1,0.744,0.719,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4TC00661E,Fluorene-bridged organic dyes with di-anchoring groups for efficient co-adsorbent-free dye-sensitized solar cells  
IT + 1 mM CDCA,metal_free_candidate_uncertain,1,5.94,5.94,12.41,0.68,0.7,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2018.04.067,Quinoxaline-based organic dyes for efficient dye-sensitized solar cells: Effect of different electron-withdrawing auxiliary acceptors on the solar cell performance
H3+1 mM CDCA,metal_free_candidate_uncertain,1,5.93,5.93,12.49,709.0,0.67,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2019.107999,Effect of electron donor and acceptor in dithienopyrrolobenzothiadiazole-based organic dyes for efficient quasi-solid-state dye-sensitized solar cells
WR13 a,metal_free_candidate_uncertain,1,5.93,5.93,12.52,697.0,0.68,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.synthmet.2016.01.025,Phenothiazine organic dyes with the cone-shaped structural: Broad photoresponse and limitations on short-circuit photocurrent density in dye-sensitized solar cells
