source,eco_class,screening_reason,dye_raw,dye_name,dye_smiles,semiconductor,substrate,redox_couple,counter_electrode,electrolyte,voc_raw,jsc_raw,ff_raw,pce_percent,title,doi,date,journal,publisher
rsc,metal_free_organic_candidate,metal_free_smiles_screen,D131,"2-Cyano-3-[4-[4-(2,2-diphenylethenyl)phenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]-2-propenoic acid",OC(=O)C(=Cc1ccc2N(C3CCCC3c2c1)c4ccc(cc4)C=C(c5ccccc5)c6ccccc6)C#N,TiO2,,,,,0.656,10.0,69,4.57,An organic redox mediator for dye -sensitized solar cells with near unity quantum efficiency  ,10.1039/C0EE00519C,2011/02/01,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,metal_free_smiles_screen,D131,"2-Cyano-3-[4-[4-(2,2-diphenylethenyl)phenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]-2-propenoic acid",OC(=O)C(=Cc1ccc2N(C3CCCC3c2c1)c4ccc(cc4)C=C(c5ccccc5)c6ccccc6)C#N,TiO2,,,,,0.656,10.0,69,4.57,An organic redox mediator for dye -sensitized solar cells with near unity quantum efficiency  ,10.1039/C0EE00519C,2011/02/01,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,metal_free_smiles_screen,D131,"2-Cyano-3-[4-[4-(2,2-diphenylethenyl)phenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]-2-propenoic acid",OC(=O)C(=Cc1ccc2N(C3CCCC3c2c1)c4ccc(cc4)C=C(c5ccccc5)c6ccccc6)C#N,TiO2,,,,,0.562,0.99,73,4.05,An organic redox mediator for dye -sensitized solar cells with near unity quantum efficiency  ,10.1039/C0EE00519C,2011/02/01,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,metal_free_smiles_screen,D131,"2-Cyano-3-[4-[4-(2,2-diphenylethenyl)phenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]-2-propenoic acid",OC(=O)C(=Cc1ccc2N(C3CCCC3c2c1)c4ccc(cc4)C=C(c5ccccc5)c6ccccc6)C#N,TiO2,,,,,0.808,10.8,24,2.08,An organic redox mediator for dye -sensitized solar cells with near unity quantum efficiency  ,10.1039/C0EE00519C,2011/02/01,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,metal_free_smiles_screen,D131,"2-Cyano-3-[4-[4-(2,2-diphenylethenyl)phenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]-2-propenoic acid",OC(=O)C(=Cc1ccc2N(C3CCCC3c2c1)c4ccc(cc4)C=C(c5ccccc5)c6ccccc6)C#N,TiO2,,,,,0.732,1.10,64,5.13,An organic redox mediator for dye -sensitized solar cells with near unity quantum efficiency  ,10.1039/C0EE00519C,2011/02/01,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,metal_free_smiles_screen,D131,"2-Cyano-3-[4-[4-(2,2-diphenylethenyl)phenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]-2-propenoic acid",OC(=O)C(=Cc1ccc2N(C3CCCC3c2c1)c4ccc(cc4)C=C(c5ccccc5)c6ccccc6)C#N,TiO2,,,,,0.781,9.16,52,3.88,An organic redox mediator for dye -sensitized solar cells with near unity quantum efficiency  ,10.1039/C0EE00519C,2011/02/01,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,metal_free_smiles_screen,D131,"2-Cyano-3-[4-[4-(2,2-diphenylethenyl)phenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]-2-propenoic acid",OC(=O)C(=Cc1ccc2N(C3CCCC3c2c1)c4ccc(cc4)C=C(c5ccccc5)c6ccccc6)C#N,TiO2,,,,,0.672,0.83,56,3.41,An organic redox mediator for dye -sensitized solar cells with near unity quantum efficiency  ,10.1039/C0EE00519C,2011/02/01,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,D35,"(E)-3-(5-(4-(bis(2',4'-dibutoxy-[1,1'-biphenyl]-4-yl)amino)phenyl)thiophen-2-yl)-2-cyanoacrylic acid",CCCCOc1ccc(c(OCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc(cc4)\C=C(C#N)\C(O)=O)c5ccc(cc5)c6ccc(OCCCC)cc6OCCCC,,,,,,0.85,10.8,0.71,6.5,Investigation of cobalt redox mediators and effects of TiO 2 film topology in dye-sensitized solar cells  ,10.1039/C6RA07107D,2016/06/13,RSC Advances,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,D35,"(E)-3-(5-(4-(bis(2',4'-dibutoxy-[1,1'-biphenyl]-4-yl)amino)phenyl)thiophen-2-yl)-2-cyanoacrylic acid",CCCCOc1ccc(c(OCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc(cc4)\C=C(C#N)\C(O)=O)c5ccc(cc5)c6ccc(OCCCC)cc6OCCCC,,,,,,0.850,9.9,0.70,5.8,Investigation of cobalt redox mediators and effects of TiO 2 film topology in dye-sensitized solar cells  ,10.1039/C6RA07107D,2016/06/13,RSC Advances,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,D35,"(E)-3-(5-(4-(bis(2',4'-dibutoxy-[1,1'-biphenyl]-4-yl)amino)phenyl)thiophen-2-yl)-2-cyanoacrylic acid",CCCCOc1ccc(c(OCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc(cc4)\C=C(C#N)\C(O)=O)c5ccc(cc5)c6ccc(OCCCC)cc6OCCCC,,,,,,0.595,5.2,0.51,1.6,Investigation of cobalt redox mediators and effects of TiO 2 film topology in dye-sensitized solar cells  ,10.1039/C6RA07107D,2016/06/13,RSC Advances,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,D35,"(E)-3-(5-(4-(bis(2',4'-dibutoxy-[1,1'-biphenyl]-4-yl)amino)phenyl)thiophen-2-yl)-2-cyanoacrylic acid",CCCCOc1ccc(c(OCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc(cc4)\C=C(C#N)\C(O)=O)c5ccc(cc5)c6ccc(OCCCC)cc6OCCCC,,,,,,0.940,6.2,0.68,4.0,Investigation of cobalt redox mediators and effects of TiO 2 film topology in dye-sensitized solar cells  ,10.1039/C6RA07107D,2016/06/13,RSC Advances,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,D35,"(E)-3-(5-(4-(bis(2',4'-dibutoxy-[1,1'-biphenyl]-4-yl)amino)phenyl)thiophen-2-yl)-2-cyanoacrylic acid",CCCCOc1ccc(c(OCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc(cc4)\C=C(C#N)\C(O)=O)c5ccc(cc5)c6ccc(OCCCC)cc6OCCCC,,,,,,0.780,2.0,0.68,1.1,Investigation of cobalt redox mediators and effects of TiO 2 film topology in dye-sensitized solar cells  ,10.1039/C6RA07107D,2016/06/13,RSC Advances,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.656,8.03,67.3,3.55,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.577,10.49,60.5,3.66,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.711,7.50,69.0,3.68,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.666,6.73,68.4,3.07,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.603,10.14,65.7,4.01,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.531,7.05,58.6,2.19,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.623,9.33,62.7,3.65,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.597,7.18,52.0,2.06,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.610,2.97,63.3,1.15,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.521,4.58,62.1,1.48,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.907,2.84,76.3,1.97,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.890,3.81,73.1,2.48,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.603,2.96,72.3,1.29,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.632,8.50,60.8,3.27,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.730,4.96,71.9,2.6,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:indoline,D149,"5-[[4-[4-(2,2-Diphenylethenyl)phenyl]-1,2,3-3a,4,8b-hexahydrocyclopent[b]indol-7-yl]methylene]-2-(3-ethyl-4-oxo-2-thioxo-5-thiazolidinylidene)-4-oxo-3-thiazolidineacetic acid",CCN1C(=S)SC(/C1=O)=C/2SC(=C/c3ccc4N([C@@H]5CCC[C@@H]5c4c3)c6ccc(cc6)C=C(c7ccccc7)c8ccccc8)/C(=O)N2CC(O)=O,,,I3−/I−,,,0.814,9.07,65.1,4.81,Diverging surface reactions at TiO 2 - or ZnO-based photoanodes in dye-sensitized solar cells  ,10.1039/C9CP01215J,2019/06/19,Physical Chemistry Chemical Physics,Royal Society of Chemistry
rsc,metal_free_candidate_uncertain,no_excluded_metal_keyword_detected,AQ201,,,TiO2,,I−/I3−,,[Co(bpy)3]2+ / 3+,838,12.52,67.68,7.1,Insight into quinoxaline containing D–π–A dyes for dye-sensitized solar cells with cobalt and iodine based electrolytes: the effect of π-bridge on the HOMO energy level and photovoltaic performance  ,10.1039/C5TA07254A,2015/10/27,Journal of Materials Chemistry A,Royal Society of Chemistry
rsc,metal_free_candidate_uncertain,no_excluded_metal_keyword_detected,AQ202,,,TiO2,,I−/I3−,,[Co(bpy)3]2+ / 3+,830,14.61,69.01,8.37,Insight into quinoxaline containing D–π–A dyes for dye-sensitized solar cells with cobalt and iodine based electrolytes: the effect of π-bridge on the HOMO energy level and photovoltaic performance  ,10.1039/C5TA07254A,2015/10/27,Journal of Materials Chemistry A,Royal Society of Chemistry
rsc,metal_free_candidate_uncertain,no_excluded_metal_keyword_detected,AQ203,,,TiO2,,I−/I3−,,[Co(bpy)3]2+ / 3+,797,14.39,70.27,8.06,Insight into quinoxaline containing D–π–A dyes for dye-sensitized solar cells with cobalt and iodine based electrolytes: the effect of π-bridge on the HOMO energy level and photovoltaic performance  ,10.1039/C5TA07254A,2015/10/27,Journal of Materials Chemistry A,Royal Society of Chemistry
rsc,metal_free_candidate_uncertain,no_excluded_metal_keyword_detected,AQ201,,,TiO2,,I−/I3−,,I− / I3−,838,12.52,67.68,7.1,Insight into quinoxaline containing D–π–A dyes for dye-sensitized solar cells with cobalt and iodine based electrolytes: the effect of π-bridge on the HOMO energy level and photovoltaic performance  ,10.1039/C5TA07254A,2015/10/27,Journal of Materials Chemistry A,Royal Society of Chemistry
rsc,metal_free_candidate_uncertain,no_excluded_metal_keyword_detected,AQ202,,,TiO2,,I−/I3−,,I− / I3−,830,14.61,69.01,8.37,Insight into quinoxaline containing D–π–A dyes for dye-sensitized solar cells with cobalt and iodine based electrolytes: the effect of π-bridge on the HOMO energy level and photovoltaic performance  ,10.1039/C5TA07254A,2015/10/27,Journal of Materials Chemistry A,Royal Society of Chemistry
rsc,metal_free_candidate_uncertain,no_excluded_metal_keyword_detected,AQ203,,,TiO2,,I−/I3−,,I− / I3−,797,14.39,70.27,8.06,Insight into quinoxaline containing D–π–A dyes for dye-sensitized solar cells with cobalt and iodine based electrolytes: the effect of π-bridge on the HOMO energy level and photovoltaic performance  ,10.1039/C5TA07254A,2015/10/27,Journal of Materials Chemistry A,Royal Society of Chemistry
rsc,metal_free_candidate_uncertain,no_excluded_metal_keyword_detected,AQ201,,,TiO2,,I−/I3−,,,756,12.75,68.16,6.57,Insight into quinoxaline containing D–π–A dyes for dye-sensitized solar cells with cobalt and iodine based electrolytes: the effect of π-bridge on the HOMO energy level and photovoltaic performance  ,10.1039/C5TA07254A,2015/10/27,Journal of Materials Chemistry A,Royal Society of Chemistry
rsc,metal_free_candidate_uncertain,no_excluded_metal_keyword_detected,AQ202,,,TiO2,,I−/I3−,,,720,13.21,68.08,6.48,Insight into quinoxaline containing D–π–A dyes for dye-sensitized solar cells with cobalt and iodine based electrolytes: the effect of π-bridge on the HOMO energy level and photovoltaic performance  ,10.1039/C5TA07254A,2015/10/27,Journal of Materials Chemistry A,Royal Society of Chemistry
rsc,metal_free_candidate_uncertain,no_excluded_metal_keyword_detected,AQ203,,,TiO2,,I−/I3−,,,692,13.56,68.08,6.39,Insight into quinoxaline containing D–π–A dyes for dye-sensitized solar cells with cobalt and iodine based electrolytes: the effect of π-bridge on the HOMO energy level and photovoltaic performance  ,10.1039/C5TA07254A,2015/10/27,Journal of Materials Chemistry A,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,Y123,"3-{6-{4-[bis(2',4'-dihexyloxybiphenyl-4-yl)amino-]phenyl}-4,4-dihexyl-cyclopenta-[2,1-b:3,4-b']dithiphene-2-yl}-2-cyanoacrylic acid",CCCCCCOc1ccc(c(OCCCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc5c6sc(C=C(C#N)C(O)=O)cc6C(CCCCCC)(CCCCCC)c5c4)c7ccc(cc7)c8ccc(OCCCCCC)cc8OCCCCCC,TiO2,,triiodide/iodide,Pt,,863,1.6,0.69,9.5,Influence of the interfacial charge-transfer resistance at the counter electrode in dye -sensitized solar cells employing cobalt redox shuttles  ,10.1039/C1EE02389F,2011/11/22,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,Y123,"3-{6-{4-[bis(2',4'-dihexyloxybiphenyl-4-yl)amino-]phenyl}-4,4-dihexyl-cyclopenta-[2,1-b:3,4-b']dithiphene-2-yl}-2-cyanoacrylic acid",CCCCCCOc1ccc(c(OCCCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc5c6sc(C=C(C#N)C(O)=O)cc6C(CCCCCC)(CCCCCC)c5c4)c7ccc(cc7)c8ccc(OCCCCCC)cc8OCCCCCC,TiO2,,triiodide/iodide,Pt,,921,7.0,0.61,7.8,Influence of the interfacial charge-transfer resistance at the counter electrode in dye -sensitized solar cells employing cobalt redox shuttles  ,10.1039/C1EE02389F,2011/11/22,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,Y123,"3-{6-{4-[bis(2',4'-dihexyloxybiphenyl-4-yl)amino-]phenyl}-4,4-dihexyl-cyclopenta-[2,1-b:3,4-b']dithiphene-2-yl}-2-cyanoacrylic acid",CCCCCCOc1ccc(c(OCCCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc5c6sc(C=C(C#N)C(O)=O)cc6C(CCCCCC)(CCCCCC)c5c4)c7ccc(cc7)c8ccc(OCCCCCC)cc8OCCCCCC,TiO2,,triiodide/iodide,Pt,,937,12.1,0.55,6.3,Influence of the interfacial charge-transfer resistance at the counter electrode in dye -sensitized solar cells employing cobalt redox shuttles  ,10.1039/C1EE02389F,2011/11/22,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,Y123,"3-{6-{4-[bis(2',4'-dihexyloxybiphenyl-4-yl)amino-]phenyl}-4,4-dihexyl-cyclopenta-[2,1-b:3,4-b']dithiphene-2-yl}-2-cyanoacrylic acid",CCCCCCOc1ccc(c(OCCCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc5c6sc(C=C(C#N)C(O)=O)cc6C(CCCCCC)(CCCCCC)c5c4)c7ccc(cc7)c8ccc(OCCCCCC)cc8OCCCCCC,TiO2,,triiodide/iodide,PEDOT,,862,1.6,0.72,10.2,Influence of the interfacial charge-transfer resistance at the counter electrode in dye -sensitized solar cells employing cobalt redox shuttles  ,10.1039/C1EE02389F,2011/11/22,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,Y123,"3-{6-{4-[bis(2',4'-dihexyloxybiphenyl-4-yl)amino-]phenyl}-4,4-dihexyl-cyclopenta-[2,1-b:3,4-b']dithiphene-2-yl}-2-cyanoacrylic acid",CCCCCCOc1ccc(c(OCCCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc5c6sc(C=C(C#N)C(O)=O)cc6C(CCCCCC)(CCCCCC)c5c4)c7ccc(cc7)c8ccc(OCCCCCC)cc8OCCCCCC,TiO2,,triiodide/iodide,PEDOT,,919,7.9,0.70,10.2,Influence of the interfacial charge-transfer resistance at the counter electrode in dye -sensitized solar cells employing cobalt redox shuttles  ,10.1039/C1EE02389F,2011/11/22,Energy & Environmental Science,Royal Society of Chemistry
rsc,metal_free_organic_candidate,organic_keyword:cyanoacrylic,Y123,"3-{6-{4-[bis(2',4'-dihexyloxybiphenyl-4-yl)amino-]phenyl}-4,4-dihexyl-cyclopenta-[2,1-b:3,4-b']dithiphene-2-yl}-2-cyanoacrylic acid",CCCCCCOc1ccc(c(OCCCCCC)c1)c2ccc(cc2)N(c3ccc(cc3)c4sc5c6sc(C=C(C#N)C(O)=O)cc6C(CCCCCC)(CCCCCC)c5c4)c7ccc(cc7)c8ccc(OCCCCCC)cc8OCCCCCC,TiO2,,triiodide/iodide,PEDOT,,936,14.8,0.69,9.5,Influence of the interfacial charge-transfer resistance at the counter electrode in dye -sensitized solar cells employing cobalt redox shuttles  ,10.1039/C1EE02389F,2011/11/22,Energy & Environmental Science,Royal Society of Chemistry
